video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"BdKW9j3Pg9E","TRIK MAKANAN GENIUS UNTUK HIDANGAN LEZAT! || Ide DIY Lucu untuk Penggemar Makanan oleh 123 Go Like!","2020-11-25T19:48:48Z","UCGXnDxirLuSrIHwQXWxRzeg","123 GO LIKE! Indonesian","24","20.30.11","123 go|123 GO!|123 GO! Like|123 GO! Like Indonesian|123GO!|123go|keisengan|menyenangkan|te-man|bersahabat|tutorial|cara|Makanan|prank makanan|prank|prank lucu|situasi canggung|kekonyolan yang epik|kekonyolan yang lucu|permen jeli|makanan dari permen jeli|makanan dari permen jeli vs asli|skittles|tantangan|tantangan skittles|tantangan makanan","4806843","32783","8706","3605","https://i.ytimg.com/vi/BdKW9j3Pg9E/default.jpg","False","False","Berita terbaru, Teman-Teman – kami tahu caranya seru-seruan menggunakan minuman soda dan permen skittles favoritmu, lho!🍭🍬Kali ini kamu akan belajar cara melunturkan warna dari permen favoritmu, cara melancarkan aksi prank makanan terbaik pada sahabatmu, cara membuat camilan mayo lucu dari biskuit manis dan lezat!Kami akan kembali! #123GoLike #videolucu #123GOVideo ini ditujukan sebagai hiburan. Kami tidak menjamin kelengkapan, keamanan, dan kelayakan apa pun. Segala tindakan yang dilakukan berdasarkan informasi di video ini akan sepenuhnya menjadi risiko pelaku, dan kami tidak akan bertanggung jawab atas segala kerusakan dan kehilangan. Pemirsa bertanggung jawab penuh untuk menilai, merawat, dan melakukan tindak pencegahan jika berencana untuk meniru.Video berikut ini mungkin menampilkan aktivitas yang dilakukan oleh aktor-aktor kami dalam lingkungan terkendali - mohon bertindak penuh pertimbangan, kewaspadaan, dan kehati-hatian apabila hendak meniru.BERLANGGANAN 123 GO LIKE INDONESIAN: https://go-gl.com/N5Wg4m4y__________________________________________Musik oleh Epidemic Sound: https://www.epidemicsound.com/Sampel Foto: https://www.depositphotos.com https://www.shutterstock.com"
"GySMh23-6UI","TANTANGAN COKELAT VS BARANG ASLINYA! 24 Jam Makan yang Manis! Cokelat Raksasa oleh 123 GO! CHALLENGE","2020-11-25T10:03:09Z","UC-S7cyZCojMeVopBkH6yNEw","123 GO! CHALLENGE Indonesian","24","20.30.11","123 go challenge|123go challenge|tantangan|123 go|123go|challenge|123go challenge indonesia|jail|seru|lucu|tantangan 123 go|tantangan 123go","4475298","33029","6765","2252","https://i.ytimg.com/vi/GySMh23-6UI/default.jpg","False","False","Wahai semua penggemar cokelat!Sepertinya kita punya tantangan super lezat yang patut dicoba!Peraturannya mudah kok, isi salah satu dari piring misteri ini adalah cokelat dan yang lainnya ... lihat saja sendiri, deh :)Mari kita uji kecintaanmu kepada cokelat dengan tantangan cokelat manis ini!Kira-kira, kamu bakal pilih cokelat atau semua barang yang kamu lihat di video ini?Punya gitar asli kayaknya oke juga, asal kamu tahu cara mainnya.Tapi bagaimana dengan Gitar Cokelat Super Besar itu?! Mungkin itu pilihan yang lebih baik?Jangan lupa untuk membagikan video ini dengan teman-temanmu dan bikin tantangan makanan cokelat vs barang asli versimu sendiri!Berlangganan ke channel YouTube kami supaya tidak pernah ketinggalan keseruannya!#123GO #cokelatvsbarangasli #tantanganmakanan #RaksasaVideo ini ditujukan sebagai hiburan. Kami tidak menjamin kelengkapan, keamanan, dan kelayakan apa pun. Segala tindakan yang dilakukan berdasarkan informasi di video ini akan sepenuhnya menjadi risiko pelaku, dan kami tidak akan bertanggung jawab atas segala kerusakan dan kehilangan. Pemirsa bertanggung jawab penuh untuk menilai, merawat, dan melakukan tindak pencegahan jika berencana untuk meniru.Video berikut ini mungkin menampilkan aktivitas yang dilakukan oleh aktor-aktor kami dalam lingkungan terkendali - mohon bertindak penuh pertimbangan, kewaspadaan, dan kehati-hatian apabila hendak meniru.Berlangganan 123 GO! CHALLENGE Indonesian: https://clck.ru/JxtU7Musik oleh Epidemic Sound  https://www.epidemicsound.com/Materi stok (foto, rekaman, dan lain-lain):https://www.depositphotos.comhttps://www.shutterstock.comhttps://elements.envato.com"
"c9-LUjgLGp8","TANTANGAN COKELAT VS BENDA ASLI || Terakhir BERHENTI Menang! Hari HALLOWEEN oleh 123 GO! CHALLENGE","2020-11-21T11:29:43Z","UC-S7cyZCojMeVopBkH6yNEw","123 GO! CHALLENGE Indonesian","24","20.30.11","123 go challenge|123go challenge|tantangan|123 go|123go|challenge|123go challenge indonesia|jail|seru|lucu|tantangan 123 go|tantangan 123go","18271053","98684","34696","16609","https://i.ytimg.com/vi/c9-LUjgLGp8/default.jpg","False","False","Wahai para penggemar cokelat!Kami punya tantangan baru, nih! Bukan sembarang tantangan, tapi Cokelat VS Barang Asli! Menurut kalian ga seru?! Siapa bilang? Kami bikin edisi spesial hari Halloween buat kalian! Selamat menonton!Rencana hari Halloween tahun ini kamu mau makan cokelat apa? Apa kalian lebih memilih cokelat dibanding ponsel, dompet, atau labu? Jangan lupa untuk membagikan video ini dengan temanmu dan selamat Halloween!Berlangganan ke channel YouTube kami ya, biar tidak terlewat video kami!#123GO #cokelatvsbarangasli #HalloweenVideo ini ditujukan sebagai hiburan. Kami tidak menjamin kelengkapan, keamanan, dan kelayakan apa pun. Segala tindakan yang dilakukan berdasarkan informasi di video ini akan sepenuhnya menjadi risiko pelaku, dan kami tidak akan bertanggung jawab atas segala kerusakan dan kehilangan. Pemirsa bertanggung jawab penuh untuk menilai, merawat, dan melakukan tindak pencegahan jika berencana untuk meniru.Video berikut ini mungkin menampilkan aktivitas yang dilakukan oleh aktor-aktor kami dalam lingkungan terkendali - mohon bertindak penuh pertimbangan, kewaspadaan, dan kehati-hatian apabila hendak meniru.Berlangganan 123 GO! CHALLENGE Indonesian: https://clck.ru/JxtU7Musik oleh Epidemic Sound  https://www.epidemicsound.com/Materi stok (foto, rekaman, dan lain-lain):https://www.depositphotos.comhttps://www.shutterstock.comhttps://elements.envato.com"
"Un7choIyl_g","NCT U 엔시티 유 'Work It' MV","2020-11-27T10:04:21Z","UCEf_Bc-KVd7onSeifS3py9g","SMTOWN","10","20.30.11","[none]","9926634","1052644","7671","189596","https://i.ytimg.com/vi/Un7choIyl_g/default.jpg","False","False","NCT's 2nd album NCT - The 2nd Album RESONANCE Pt.2 is out!🎧Listen and download on your favorite platform: https://smarturl.it/NCT_RESONANCE_Pt2🎁Official store: https://nct2020official.com[Tracklist]01 90's Love02 Misfit03 Raise The Roof04 Volcano05 백열등 (Light Bulb)06 Dancing In The Rain07 My Everything08 Interlude : Past to Present09 Make A Wish (Birthday Song)10 무대로 (déjà vu; 舞代路)11 月之迷 (Nectar)12 Music, Dance13 피아노 (Faded In My Last Song)14 From Home15 From Home (Korean Ver.)16 Make A Wish (Birthday Song) (English Ver.)17 Interlude: Present to Future18 Work It19 단잠 (All About You)20 I.O.U21 Outro: Dream RoutinNCT Officialhttp://www.nct2020.comhttp://www.youtube.com/nctsmtownhttp://www.facebook.com/NCT.smtownhttp://www.instagram.com/ncthttp://twitter.com/NCTsmtown#NCT #WorkIt #RESONANCE #RESONANCE_Pt2 #NCT_RESONANCENCT U 엔시티 유 'Work It' MV ℗ SM Entertainment"
"d-5i42RfbSM","Bengek !! Peserta Bawakan lagu TikTok (Bale bale) Juri ngakak !! Indonesian idol 2021","2020-11-25T12:12:20Z","UCCpD27-HjUnDqZ2U2BsyitQ","Kakang Nanda","24","20.30.11","indonesian idol terbaru|indonesian idol terlucu|audisi terlucu|audisi indonesian idol|peserta indonesian idol lucu|parody indonesian idol|indonesian idol 2021|parodi indonesian idol|indonesian idol 2021 auditions|indonesian idol 2021 audisi|indonesian idol 2021 audisi 4|indonesian idol lucu|kang nanda|kakang nanda indonesian idol|prank indonesian idol|indonesian|idol|lagu tiktok idol|audisi lagu tiktok|juri idol ngakak|juri idol kena prank","1565401","89241","3098","8626","https://i.ytimg.com/vi/d-5i42RfbSM/default.jpg","False","False","Semoga terhibur..Jangan lupa Subscribe dan Share video ini dimanapun !!follow instagram @kangnanda.arttParodi Indonesian idol 2021original footage by : @Indonesian Idol  @Indonesian Idol Special Season Music : Iri Bilang Boss @RAHMAT TAHALU* Asli!! Seru banget nonton Indonesian Idol Special Season. Gak bakalan skip jadwal tayangnya di RCTI, setiap hari Senin - Selasa Jam  21.15 WIB  👏🏻** Semua Keseruan Tayangan Indonesian Idol bisa ditonton kembali disini: YouTube Indonesian Idol: https://www.youtube.com/c/indonesianidol/ YouTube: Indonesian Idol Special Season: https://www.youtube.com/channel/UCxcS3gOeEOdim7CwL9l0QvA ** Temukan info-info seru #IdolSpecialSeason di Social Media. Follow sekarang!  www.instagram.com/indonesianidolidwww.twitter.com/indonesianidolwww.facebook.com/indonesianidolofficialhttps://www.tiktok.com/@indonesianidol?"
"A5H8zBb3iao","NCT U 엔시티 유 '90's Love' MV","2020-11-23T09:00:02Z","UCEf_Bc-KVd7onSeifS3py9g","SMTOWN","10","20.30.11","[none]","34427905","1601886","14981","456675","https://i.ytimg.com/vi/A5H8zBb3iao/default.jpg","False","False","NCT's 2nd album NCT - The 2nd Album RESONANCE Pt.2 is out!🎧Listen and download on your favorite platform: https://smarturl.it/NCT_RESONANCE_Pt2🎁Official store: https://nct2020official.com[Tracklist]01 90's Love02 Misfit03 Raise The Roof04 Volcano05 백열등 (Light Bulb)06 Dancing In The Rain07 My Everything08 Interlude : Past to Present09 Make A Wish (Birthday Song)10 무대로 (déjà vu; 舞代路)11 月之迷 (Nectar)12 Music, Dance13 피아노 (Faded In My Last Song)14 From Home15 From Home (Korean Ver.)16 Make A Wish (Birthday Song) (English Ver.)17 Interlude: Present to Future18 Work It19 단잠 (All About You)20 I.O.U21 Outro: Dream RoutineNCT Officialhttp://www.nct2020.comhttp://www.youtube.com/nctsmtownhttp://www.facebook.com/NCT.smtownhttp://www.instagram.com/ncthttp://twitter.com/NCTsmtown#NCT #90sLove #RESONANCE #RESONANCE_Pt2 #NCT_RESONANCENCT U 엔시티 유 '90's Love' MV ℗ SM Entertainment"
"XQTg_TvaFgU","KEREEN! Parade 20 Artis SCTV Membuka Acara SCTV Awards 2020 | SCTV Awards 2020","2020-11-27T13:33:58Z","UC_vsErcsq56hOscPHkG-aVw","Surya Citra Televisi (SCTV)","24","20.30.11","sctv|indonesia|sinetron|sctv awards 2020|agnez mo|nct 127|noah|un1ty|Dari Jendela SMP|Anak Band|Dia Bukan Manusia|Samudra Cinta","1572667","62001","2588","4744","https://i.ytimg.com/vi/XQTg_TvaFgU/default.jpg","False","False","Tonton full episode program SCTV klik https://www.vidio.com/watch/2070442-kereen-parade-20-artis-sctv-membuka-acara-sctv-awards-2020-sctv-awards-2020?utm_source=youtube&utm_medium=referrer-description&utm_campaign=sctvTonton penampilan 20 Artis SCTV yang menyanyikan lagu Soundtrack Paling Ngetop 2015-2019 dalam SCTV Awards 2020SCTV Awards 2020 merupakan sebuah apresiasi bergengsi bagi insan televisi tanah air. Dimeriahkan oleh Agnez Mo, Noah, Un1ty, Christie Hartono, para pemain sinetron Dari Jendela SMP, Anak Band dan Samudra Cinta. Dipandu oleh Raffi Ahmad, Andhika Pratama dan Yuki Kato. Penampilan spesial dari NCT 127. Follow media sosial SCTV lainnya!Instagram : https://www.instagram.com/sctvFacebook : https://www.facebook.com/SCTVTwitter : https://twitter.com/SCTV"
"btKJLpJq7fQ","Gumush Syekali! DJS Boys x DJS Girls Nyanyi Bareng di Panggung SCTV Awards 2020","2020-11-27T14:45:05Z","UC_vsErcsq56hOscPHkG-aVw","Surya Citra Televisi (SCTV)","24","20.30.11","sctv|indonesia|sinetron|sctv awards 2020|agnez mo|nct 127|noah|un1ty|Agnez Mo|Agnez Mo Diamond|Agnez Mo SCTV Awards|DJS Boys x DJS Girls","1540321","85210","12079","11789","https://i.ytimg.com/vi/btKJLpJq7fQ/default.jpg","False","False","Tonton full episode program SCTV klik https://www.vidio.com/watch/2070463-gumush-syekali-djs-boys-x-djs-girls-nyanyi-bareng-di-panggung-sctv-awards-2020?utm_source=youtube&utm_medium=referrer-description&utm_campaign=sctvTonton penampilan DJS Boys x DJS Girls di SCTV Awards 2020SCTV Awards 2020 merupakan sebuah apresiasi bergengsi bagi insan televisi tanah air. Dimeriahkan oleh Agnez Mo, Noah, Un1ty, Christie Hartono, para pemain sinetron Dari Jendela SMP, Anak Band dan Samudra Cinta. Dipandu oleh Raffi Ahmad, Andhika Pratama dan Yuki Kato. Penampilan spesial dari NCT 127. Follow media sosial SCTV lainnya!Instagram : https://www.instagram.com/sctvFacebook : https://www.facebook.com/SCTVTwitter : https://twitter.com/SCTV"
"zdwABziiuVk","Denny Caknan - Ndas Gerih (Official Music Video)","2020-11-27T08:00:12Z","UC0k3T5AJYvKnuc52bB7rJTA","DENNY CAKNAN","10","20.30.11","denny caknan|ndas gerih|denny caknan terbaru|sengaja tak campur|denny caknan badut|lagu terbaru|lagu jawa|sugeng dalu|los dol","1535422","121331","1894","21362","https://i.ytimg.com/vi/zdwABziiuVk/default.jpg","False","False","NDAS GERIH Karya : Denny Caknan X Lek Dahlan  Arr:  Bayu onyonk Guitar : Soepardi AESaxophone : DikaLirikJane aku ra pernah ngertiPerasaanmu kepadakuTapi aku berusaha mencariIsi hati dari sikapmuYen pancen atimu kuwi iso tenananTak usahakno ning pelaminanKudu sabar ngadepi masalah kahanankuSing nesrimo, sing legowoLawuh ku mie bancaanBlendrang tuntut gedangBen gurih sengojo tak campur ndas gerihIsuk kudu wis tangiNgecong wedang kopiBen aku semangat nggolekno rejekiTugasmu mung ning omahAku tak sing nglakoni polahUrepmu semangatku sayangku padamuI Will always I Love YouTERIMAKASIH : - TUHAN YME .- KELUARGA .- TEAM - TEMAN .- DAN SEMUANYA   _____________________________________________________________#DennyCaknan #NdasGerih #MusicTetap dukung setiap karya kami , kalian sangat luar biasa SAMPAI JUMPA .....========================================Licensed to YouTube by IDE (Music)This channel & Video optimized by IDE OptimizationLicense your music here: https://smarturl.id/idemusicOptimize your video now: https://smarturl.id/optimize"
"-5q5mZbe3V8","BTS (방탄소년단) 'Life Goes On' Official MV","2020-11-20T04:58:11Z","UC3IZKseVpdzPSBaWxBxundA","Big Hit Labels","10","20.30.11","BIGHIT|빅히트|방탄소년단|BTS|BANGTAN|방탄","154451553","11491828","131010","4185100","https://i.ytimg.com/vi/-5q5mZbe3V8/default.jpg","False","False","BTS (방탄소년단) 'Life Goes On' Official MVCredits:Director: Jeon Jung KookAssistant Director: Yong Seok Choi, Jihye Yoon (Lumpens)Photo: Nu KimDirector of Photography: Hyunwoo Nam (GDW)Focus Puller: Sangwoo Yun2nd AC: Eunki Kim3rd AC: Kyuwon SeoGaffer: Choi Doo Soo (DS LIGHT)Lighting Crew: Jung Yu Jin, Kim Jun O, Lee Seong Min, Kim Sung Wook, Lee HyunsuArt Director: Bona Kim, Jinsil Park (MU:E)Assistant Art Team: Yeri Kang, Minjung Kim (MU:E)Art-team Manager: ilho Heo (MU:E)Visual Creative: Nu Kim, Sabinne Cheon, Lee Sun Kyoung, Kim Ga Eun, Cha Yeon HwaArtist Management: Kim Shin Gyu, Kim Su Bin, Kim Dae Young, Park Jun Tae, An Da Sol, Ahn Jong Hun, Yun Tae Woong, Lee Seung Byeong, Lee Jung Min, Lee Hyeon KiBig Hit Entertainment. Rights are reserved selectively in the video. Unauthorized reproduction is a violation of applicable laws. Manufactured by Big Hit Entertainment, Seoul, Korea.Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://channels.vlive.tv/FE619 https://www.tiktok.com/@bts_official_bighithttps://weverse.onelink.me/qt3S/94808190https://www.weibo.com/BTSbighithttps://www.weibo.com/BTSmembers http://i.youku.com/btsofficial http://btsblog.ibighit.com#BTS #방탄소년단 #LifeGoesOn #BTS_BE #MV"
