video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"hZHpH5HKomg","AKHIRNYA NYAI VS DENISE CHARIESTA KEJADIAN JUGA!! | BROWNIS (28/10/20) P1","2020-10-28T16:04:38Z","UCIohHXwCEKxWCLvAguJ-GjA","TRANS TV Official","24","20.31.10","TRANSTV|TRANS TV|TRANSMEDIA|LIVE STREAMING TRANS TV|TRANS TV LIVE STREAMING|#StayHome|#WithMe|StayAtHome|#dirumahaja|TERBARU|ACARA TRANS TV|TRANS TV LIVE|TRENDIN|VIDEO TRENDING|TRENDING HARI INI","4482688","111540","41666","18395","https://i.ytimg.com/vi/hZHpH5HKomg/default.jpg","False","False","HUT BROWNIS FRIENDSHIP===TAYANG SETIAP HARI PUKUL 12.30 WIB===PART 1: https://youtu.be/hZHpH5HKomgPART 2: https://youtu.be/FujIXozYeN0PART 3: https://youtu.be/u4b9J_NbayoPART 4: https://youtu.be/bb_czeznG9w===Obrolan yang selalu mencuri perhatian dari kolaborasi kocak Ivan Gunawan, Ruben Onsu, Wendy Cagur, dan Ayu Ting Ting.Dengan aksi yang super lucu mereka siap mengocok perut anda ===WEBSITE - http://www.transtv.co.idTWITTER - https://twitter.com/TRANSTV_CORPFACEBOOK - https://www.facebook.com/TransTVMediaINSTAGRAM -  Uhttps://www.instagram.com/TRANSTV_CORP#SantuySamaSaya #NontonBrownisDiTransTV #Brownis28Oktober2020"
"FujIXozYeN0","NYAI DAN DENISE ADU PAMER KEKAYAAN!!! | BROWNIS (28/10/20) P2","2020-10-28T16:05:04Z","UCIohHXwCEKxWCLvAguJ-GjA","TRANS TV Official","24","20.31.10","TRANSTV|TRANS TV|TRANSMEDIA|LIVE STREAMING TRANS TV|TRANS TV LIVE STREAMING|#StayHome|#WithMe|StayAtHome|#dirumahaja|TERBARU|ACARA TRANS TV|TRANS TV LIVE|TRENDIN|VIDEO TRENDING|TRENDING HARI INI","2476846","48036","26064","6641","https://i.ytimg.com/vi/FujIXozYeN0/default.jpg","False","False","HUT BROWNIS FRIENDSHIP===TAYANG SETIAP HARI PUKUL 12.30 WIB===PART 1: https://youtu.be/hZHpH5HKomgPART 2: https://youtu.be/FujIXozYeN0PART 3: https://youtu.be/u4b9J_NbayoPART 4: https://youtu.be/bb_czeznG9w===Obrolan yang selalu mencuri perhatian dari kolaborasi kocak Ivan Gunawan, Ruben Onsu, Wendy Cagur, dan Ayu Ting Ting.Dengan aksi yang super lucu mereka siap mengocok perut anda ===WEBSITE - http://www.transtv.co.idTWITTER - https://twitter.com/TRANSTV_CORPFACEBOOK - https://www.facebook.com/TransTVMediaINSTAGRAM -  Uhttps://www.instagram.com/TRANSTV_CORP#SantuySamaSaya #NontonBrownisDiTransTV #Brownis28Oktober2020"
"65MudeQdTrc","Timur Tengah Berjamaah Boikot Prancis","2020-10-28T03:37:05Z","UCGN9JsnkvK05v2lnTI_-uGA","CNBC Indonesia","22","20.31.10","cnbc indonesia|ekonomi|bisnis|indonesia|corona|keuangan|investasi","1491192","41864","1370","18166","https://i.ytimg.com/vi/65MudeQdTrc/default.jpg","False","False","Berita lainnya:Bom Meledak di Madrasah Pakistan, Tujuh Siswa Tewashttps://bit.ly/2TxQKoVGelombang protes terhadap presiden Prancis Emmanuel Macron makin meluas di Jazirah Arab. Ekonomi Prancis yang sudah payah diterpa pandemi kini harus menghadapi boikot dari negara-negara muslim.Simak informasi selengkapnya di program Squawk Box CNBC Indonesia (Rabu, 28/10/2020) berikut iniTerus ikuti berita ekonomi bisnis dan analisis mendalam hanya di https://www.cnbcindonesia.com/.CNBC Indonesia terafiliasi dengan CNBC Internasional dan beroperasi di bawah grup Transmedia dan tergabung bersama Trans TV, Trans7, Detikcom, Transvision, CNN Indonesia dan CNN Indonesia.com.CNBC Indonesia dapat dinikmati melalui tayangan Transvision channel 805 atau streaming melalui aplikasi CNBC Indonesia yang dapat di download di playstore atau iOS.Follow us on social:Twitter: https://twitter.com/cnbcindonesiaFacebook Page: https://www.facebook.com/CNBCIndonesia/Instagram: https://www.instagram.com/cnbcindonesia/https://www.instagram.com/cuap_cuan/Tiktok: https://bit.ly/38BYtJxSpotify: https://spoti.fi/2BR7KkT"
"umNwPRCsilA","ORANG NORMAL VS PSIKOPAT || Situasi Lucu Orang Lain VS Aku oleh 123 GO!","2020-10-28T12:30:07Z","UC43nz9qnZ7AIrbOlfxejTig","123 GO! Indonesian","24","20.31.10","swakriya|kerajinan|kerajinan-kerajinan|kejailan|kejailan-kejailan|tantangan|tantangan-tantangan|seru|lucu|123GO!|123 go|123go|jail|teman|ramah|tutorial|kiat|cara","1721669","21001","2502","2242","https://i.ytimg.com/vi/umNwPRCsilA/default.jpg","False","False","BERLANGGANAN: http://bit.ly/2CD26zLJadi, kamu yang mana? Apa kamu normal atau benar-benar psikopat? Atau mungkin kamu gabungan sedikit-sedikit dari keduanya? Bagikan video ini dengan teman-temanmu dan cari tahu apakah mereka orang normal atau psikopat! Subscribe channel YouTube 123 GO! Indonesian supaya tidak ketinggalan video-video keren kami!#123GO #lucu #komediMusik oleh Epidemic Sound: https://www.epidemicsound.com/Sampel Foto: https://www.depositphotos.com https://www.shutterstock.comVideo ini ditujukan sebagai hiburan. Kami tidak menjamin kelengkapan, keamanan, dan kelayakan apa pun. Segala tindakan yang dilakukan berdasarkan informasi di video ini akan sepenuhnya menjadi risiko pelaku, dan kami tidak akan bertanggung jawab atas segala kerusakan dan kehilangan. Pemirsa bertanggung jawab penuh untuk menilai, merawat, dan melakukan tindak pencegahan jika berencana untuk meniru.Video berikut ini mungkin menampilkan aktivitas yang dilakukan oleh aktor-aktor kami dalam lingkungan terkendali - mohon bertindak penuh pertimbangan, kewaspadaan, dan kehati-hatian apabila hendak meniru."
"CM4CkVFmTds","TWICE I CAN'T STOP ME M/V","2020-10-26T08:59:54Z","UCaO6TYtlC8U5ttz62hTrZgg","JYP Entertainment","10","20.31.10","TWICE|트와이스|eyeswideopen mv|I cant stop me mv|icantstopme mv|twice I cant stop me mv|twice eyes wide open mv|twice eyes wide open music video|twice I cant stop me music video|twice music video I cant stop me|twice music video eyes wide open|twice 2nd full album|twice full album|아이즈와이드오픈|아이캔트스탑미|트와이스 아이즈와이드오픈|트와이스 아이캔트스탑미|트와이스 정규2집|트와이스 정규2집 아이즈와이드오픈|트와이스 정규 2집 아이캔트스탑미|아이즈와이드오픈 뮤비|아이캔트스탑미 뮤비","62557448","2729228","55098","873768","https://i.ytimg.com/vi/CM4CkVFmTds/default.jpg","False","False","TWICE I CAN'T STOP ME M/VTWICE 2nd Album Eyes wide open LISTEN NOW:https://TWICE.lnk.to/EyeswideopenTWICE Official Shop: https://TWICE.lnk.to/ShopTWICE Official YouTube: http://www.youtube.com/c/TWICETWICE Official Facebook: http://www.facebook.com/JYPETWICETWICE Official Twitter: http://www.twitter.com/JYPETWICETWICE Official Instagram: http://www.instagram.com/TWICETAGRAMTWICE Official Homepage: http://TWICE.jype.comTWICE Official Fan's: http://fans.jype.com/TWICEⓒ 2020 JYP Entertainment. All Rights Reserved#TWICE #Eyeswideopen #ICANTSTOPME"
"Vd9QkWsd5p4","TXT (투모로우바이투게더) '5시 53분의 하늘에서 발견한 너와 나' Official MV","2020-10-26T09:00:02Z","UC3IZKseVpdzPSBaWxBxundA","Big Hit Labels","10","20.31.10","투모로우바이투게더|TOMORROW X TOGETHER|TXT|수빈|연준|범규|태현|휴닝카이|YEONJUN|SOOBIN|BEOMGYU|TAEHYUN|HUENINGKAI|빅히트엔터테인먼트|빅히트|Boy band|minisode1|BlueHour|5시 53분의 하늘에서 발견한 너와 나|5시 53분|553","15166579","2056425","26495","285349","https://i.ytimg.com/vi/Vd9QkWsd5p4/default.jpg","False","False","TXT (투모로우바이투게더) '5시 53분의 하늘에서 발견한 너와 나' Official MVDirector : Guzza (Lumpens)Assistant Director : Hyunhee Lim, Kookki KimDirector of Photography : EumkoFocus Puller: Sangwoo Yun, Jaewon Jung 2nd :  Youngwoo LeeDIT :  Eunil Lee3rd : Yuntae KoGaffer : Junghyeok Jeong Lighting Crew. : Junmin Yang ,Seungho Baek , Hyeonseok  Kim , Duhyeon Han , Junseok Oh , Minseong Choi , Dowon Ahn, Gukjin Jeong Jimmy Jib Operator: Youngjung KimJimmy Jib Assistant : Hyunin Kim , Sung Hoon KimTechnocrane Operator: Taehyeon Choi Art Director: Jinsil Park, Bona Kim (MU:E)Assistant Art team: Yeri Kang (MU:E)Art-team Manager: ilho Heo (MU:E)Associate Producer : Emma Sungeun Kim (ge production)Location Manager : Jihoon HanAssitant Producer : Eunah- Seo VFX STUDIO: PLASTIC BEACHVFX Supervisor: OhzeonVFX Assistant Supervisor: JojeemVFX Project Manager: Chanyoung Song, Jieun JeongVFX Producer: Kyutae Jang3D Artist: Kwangwon Lee, Doyeon Kim, Jeonghwa Lee, Jiwon Jeon2D Artist: Gihoon Jang, Hyunjun LeeVisual Creative : Nu Kim, Lee Hyun Ju, Kang Sung Do, Jung Su Jung, Cha Yeon Hwa, RaktaArtist Management: Kim Shin Gyu, Yang Jun Hyeong, Kim Ji Soo, Shin Seung ChanPerformance Directing : Son Sung Deuk, Kim Su Bin, Kwon Yoo Jung, Hyewon ParkBigHit Entertainment. Rights are reserved selectively in the video.Unauthorized reproduction is a violation of applicable laws. Manufactured by BigHit Entertainment, Seoul, KoreaConnect with TOMORROW X TOGETHER:https://twitter.com/TXT_bighithttps://www.facebook.com/TXT.bighithttps://www.youtube.com/txt_bighithttps://www.instagram.com/txt_bighithttps://www.weibo.com/TXTbighithttp://i.youku.com/txtbighit#5시_53분의_하늘에서_발견한_너와_나 #BlueHour #minisode1 #TXT #투모로우바이투게더"
"GuEF-pcHXFo","WayV 威神V 🎁Bad Alive (👑Princess Ver.)🎁","2020-10-29T09:00:03Z","UC-ZHt5Zgadfx-B1CM63Lqew","WayV","10","20.31.10","[none]","1971651","396941","1444","36848","https://i.ytimg.com/vi/GuEF-pcHXFo/default.jpg","False","False","WayV Officialhttps://www.weibo.com/WeiShenVhttps://www.youtube.com/c/wayvhttps://www.facebook.com/WayV.officialhttps://www.instagram.com/wayvofficialhttps://twitter.com/wayv_official#WayV #假日 #威神V #WINWIN #Happy_Birthday #WeiShenV"
"u_J42dymdhI","UNBOXING IPHONE 12 & 12 PRO INDONESIA!","2020-10-30T06:12:57Z","UC1dI4tO13ApuSX0QeX8pHng","GadgetIn","28","20.31.10","[none]","1657955","111681","1988","14081","https://i.ytimg.com/vi/u_J42dymdhI/default.jpg","False","False","Yeay.Biar ga ketinggalan promo diskon pulsa & paket data: http://tkp.me/TelcoFlashSale-GadgetinThanks berat buat Grenpeel Store yang udah minjemin barangnya.Kalau minat sama iPhone 12: https://invol.co/cl1lz6wKalau minat sama iPhone 12 Pro: https://invol.co/cl1lz7gBarang bekas review biasanya saya jual disini: https://invol.co/clmatsInstagram GadgetIn: https://www.instagram.com/gadgetins/ Twitter GadgetIn: https://twitter.com/DGadgetIn Facebook GadgetIn: https://www.facebook.com/DgadgetInEmail untuk kerjasama: davidbrendi88@gmail.com"
"9mDn47YSHeU","LYODRA, TIARA, ZIVA, NUCA, MAHALINI, SAM, NOVIA BACHMID, AGSEISA - INDONESIA JAYA","2020-10-28T05:00:12Z","UCYJo04cZFlwL3XNnJ8aYtTw","HITS Records","10","20.31.10","HITS Records|indonesia jaya|Lyodra|Tiara Andini|Ziva Magnolya|Mahalini|Nuca|Samuel Cipta|Novia Bachmid|Agseisa|Indonesian Idol X|idol|LYODRA|TIARA|ZIVA|NUCA|MAHALINI|SAM|NOVIA BACHMID|AGSEISA - INDONESIA JAYA|lagu kebangsaan|lagu terbaru|new single|viral|trending|terlanjur mencinta|365|aku yang salah|gemintang hatiku|lagu indonesia","921204","135712","668","20823","https://i.ytimg.com/vi/9mDn47YSHeU/default.jpg","False","False","Lagu dan Lirik oleh Liliana TanoesoedibjoProduksi musik, Mixing & Mastering oleh Aristides J. Suwono at 801 StudioPublishing: PT.Star Cipta MusikindoPerformed by Lyodra, Tiara Andini, Ziva Magnolya, Mahalini, Nuca, Samuel Cipta, Novia Bachmid dan Agseisa from Indonesian Idol XLagu Indonesia Jaya - lagu ini dibuat oleh Ibu Liliana Tanoesoedibjo yang menceritakan kecintaannya terhadap Indonesia. Melalui lagu ini Ibu Liliana mengajak seluruh masyarakat Indo nesia  untuk terus termotivasi dan bangkit untuk membangun tanah air  kita tercinta,   Negara Indonesia untuk menjadi lebih maju dan makmur.Wardrobe for Lyodra, Tiara, Ziva, Mahalini, Agseisa, Novia by Livette Tenun & Livette signatureWardrobe for Nuca dan Samuel by Poppy DharsonoAccessories by Noma JewelryNail Art by Linnea Beauty BarVideo CreditProd Music Video : Benedict Agung THDirected : BenedictCreative Concept: Rini AtmajaProd Assistance : JardanDop : Ben'sAss cam : Hafiz PutraCam Operator : Anas FauziEditor : Ben' CutColorist & effect : Tri Color Of Ben'sArt & Props : Samsu TeamLight Dept : Ncang Marta & TeamsEquipment Support : Fakhtar Khoirun LubisGraphic Design: Yoego Adhi SPhotographer: RonggoBehind The Scene: Kacong Wage Runner: Enos & ApitUnit Produksi: Reno Deswara & Annisa AgustinFashion Stylist: Jaya Tarmudji & Dewi FauziaTalent Development : Ruly Cantika HidayatMarCom : Kania IndrianiSubscribe Our Channel, Please Click This: http://goo.gl/sCxygACatch us on SNS :https://twitter.com/HITSRechttps://www.facebook.com/HitsRecordsofficialhttps://instagram.com/hits_recordsOfficial Site: www.hitsrecords.co.idDon't re-upload our content but you can share our video. © 2020 Copyrights & Trademark by HITS RECORDS"
"OZ1ydHclshE","Merinding! Beredar Video Amatir 3 Orang Anak Sebelum Hilang Misterius | tvOne","2020-10-27T06:21:07Z","UCER4rvDnRBPr_ncYW4UCZjg","tvOneNews","25","20.31.10","tvone|tvonenews|tv one|tvone live|tv one live|berita terbaru|news|berita|tvone terbaru|tv one terbaru|tvone update|news live|live report|berita terkini|news update|berita update|tv one update|berita terbaru hari ini|tvonenews.com|live streaming|berita politik|Merinding! Beredar Video Amatir 3 Orang Anak Sebelum Hilang Misterius | tvOne","2755930","29094","1005","7837","https://i.ytimg.com/vi/OZ1ydHclshE/default.jpg","False","False","Jakarta, tvOnenews.com - Pencarian tiga bocah hilang misterius di Kabupaten Langkat, Sumatera Utara sudah memasuki hari ke-9. Di tengah pencarian yang melibatkan ratusan warga, beredar video amatir ketiga bocah sebelum hilang.Dalam video pendek tersebut, tampak ketiga bocah berlari sambil melihat dan menunjuk ke arah alat berat yang sedang membuat parit di lokasi perkebunan kelapa sawit. Ketiga bocah masing–masing memakai baju biru, kuning dan anak perempuan berpakaian merah."
